"Крошка 1";"Крошка 2";"Крошка 3";Ссылка;Название;Цена;"Ед. изм.";"Изображение 1";"Изображение 2";"Изображение 3";"Изображение 4";"Изображение 5";"Изображение 6";Вес;Габариты;бачок;бензобак;давление;"давление на входе";"давление подачи воздуха";двигатель;диаметр;"диаметр сопла";"диаметр цилиндра";"диапазон давления";длинна;"длинна шланга";"емкость бачка";"емкость бочка";"кол-во скоростей";"макс t";"макс давление";"макс давление краски";"макс давление на выходе";"макс длинна шланга";"макс мощность двигателя";"макс пр-ть насоса";"макс рабочее давление";"макс размер сопла";"макс расстояние";"макс расстояния до пов-ти";"макс расход краски";"макс скорость";"макс сопло";"максимальный расход краски";"масса с бачком";мощность;"мощность двигателя";мощьность;напряжение;"напряжение питания";"номинальная мощьность";объем;"объем бачка";"объем контейнера";"объем рессивера";"объём бачка";"объём ресивера";очистка;"передаточное соотношение";"переход на";"переход с";питание;"подача воздуха";"подача воздуха от компр";"подача воздуха от компрессора";"подача за двоичный ход";производительность;"проходное сечение";"размер сопел";"размер сопла";"размер цилиндра";"расход воздуха";"расход воздх";"резьба на входе воздуха";соединение;сопло;"странд сопло";"угол распыления";"уровень шума";факел;фитинг;"частота вращения";"ширина факела";шланг;Описание
"Разметочные машины";;;https://pro-kraskopult.ru/razmetochnye-mashiny/hyvst-splm-2200-mashina-dlja-dorozhnoj-razmetki-parkovok;"HYVST SPLM 2200 машина для разметки парковок";199000.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;"250 бар";;;;;;;;;;;;"0,035""";;;;"5.5 HP";;;;;;;;;;;;;;;;;;;;"4.0 л/мин";;;;;;;;;;;;;;;;;;"HYVST SPLM 2200 машина для разметки парковок
Производство — Китай
Максимальная мощность двигателя — 5.5 HP
Максимальная производительность насоса для краски — 4.0 л/мин
Максимальное рабочее давление на выходе из аппарата — 250 бар.
Максимальное рекомендованное сопло для распыления краски — 0,035
«
"
"Разметочные машины";;;https://pro-kraskopult.ru/razmetochnye-mashiny/hyvst-otm-1700-mashina-dlja-nanesenija-dorozhnoj-razmetki;"HYVST OTM-1700 машина для нанесения разметки";795000.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;"230 бар";;;;;;;;"150 мм";;;;;;;;5.5HP;;;;;;;;;;;;;;;;;;;;"7.2 л/мин";;;;;;;;;;;;;;;;;;"HYVST OTM-1700 машина для нанесения разметки
арт.HYVST OTM-1700
"
Комплектующие;"Для безвоздушных аппаратов";"Соединители для шлангов";https://pro-kraskopult.ru/soediniteli-dlja-shlangov/povorotnyj-mehanizm-dlja-udochki-vysokogo-davlenija;"Поворотный механизм для удочки высокого давления";2500.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Поворотный механизм для удочки высокого давления
арт.HYVST 17000405
Поворотный механизм на удочку или на краскопульт, для покраски сложных изделий и распыления краски из-за угла
"
"Разметочные машины";;;https://pro-kraskopult.ru/razmetochnye-mashiny/samohodnaja-telezhka-line-driver-dlja-hyvst-otm-1700;"Самоходная тележка Line Driver для HYVST OTM 1700";443000.00;Руб/шт;;;;;;;;-x-x-;;"3.6 л";;;;Honda;;;;;;;;;;;;;;;;;;;;;;"10 км/ч";;;;"5.5 л.с.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Самоходная тележка Line Driver для HYVST OTM 1700
ОПИСАНИЕ
Тип двигателя: бензиновый

Модель двигателя: Honda

Мощность: 5,5 л.с.
Рабочие характеристики

Максимальная скорость нанесения разметки: 10 км/ч

Вместимость бензобака: 3,6 л
Габариты

Размер: 66×104×147 мм

Вес: 111 кг
Graco LineDriver — самоходный модуль для ручных маркировочных машин серии LineLazer. Совместное использование позволяет выполнять разметочные работы намного быстрее и эффективнее по сравнению с ручной системой управления. Большая мощность позволяет перевозить значительные объемы краски, не тратя при этом значительного времени на перегрузку. Также может использоваться с машиной для нанесения термопластика ThermoLazer и с машиной для снятия разметки. Гидроприводный тягач с бензиновым приводом Honda GX160.
ОСОБЕННОСТИ
	• Постоянная скорость позволяет получить идеально ровную линию одинаковой толщины по всей длине;
	• Независимый бензиновый двигатель не «отнимает» мощности у разметочной машины;
	• Легкость и быстрота использования;
	• Одинаковая нагрузка на колесо позволяет нанести идеально прямую линию;
	• Меньше расходов на расходные материалы и перезагрузку, меньше усталость оператора.
"
Компрессоры;Малошумные;;https://pro-kraskopult.ru/maloshumnye/porshnevoj-kompressor-remeza-sb4-8-f114k;"Поршневой компрессор Remeza СБ4-8.F114K";12345678.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;"8 атм";;;;;;;;;;;;;;;;"0.75 кВт";;;;;;;;;;"8 л";;;;;;;;;;"60 л/мин";;;;;;;;;;;;;;;;;;"Поршневой компрессор Remeza СБ4-8.F114K
СБ4-8.F114K — воздушный поршневой электрокомпрессор на 220 В от известного бренда Remeza. Вы можете оставить заказ на указанное оборудование на страницах сайта pro-kraskopult.ru по выгодным ценам.
Аппарат обладает следующими основными техническими характеристиками:
	• двигатель – электрический;
	• напряжение — 220 В;
	• максимальное давление — 8 атм;
	• мощность электродвигателя — 0.75 киловатт;
	• привод — прямой;
	• тип охлаждения — воздушное;
	• страна — Беларусь.
На сайте нашей компании вы можете приобрести поршневой электрический компрессор Remeza СБ4-8.F114K на 220 В с максимальным давлением 8 атм и с гарантией 12 месяцев.
За бесплатной консультацией обращайтесь по телефону . Консультанты компании ждут вашей заявки.
"
Компрессоры;Малошумные;;https://pro-kraskopult.ru/maloshumnye/porshnevoj-kompressor-remeza-sb4-16-gms150k;"Поршневой компрессор Remeza СБ4-16.GMS150K";12345678.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;"8 атм";;;;;;;;;;;;;;;;"1.1 кВт";;;;;;;;;;"16 л";;;;;;;;;;"110 л/мин";;;;;;;;;;;;;;;;;;"Поршневой компрессор Remeza СБ4-16.GMS150K
СБ4-16.GMS150K — воздушный электрический поршневой компрессор на 220 Вольт от известного производителя Remeza. Вы можете купить данное устройство в компании «PRO-Краскопульт» в каталоге pro-kraskopult.ru по выгодным ценам.
Компрессор обладает следующими основными техническими параметрами:
	• тип двигателя – электродвигатель;
	• напряжение — 220 Вольт;
	• максимальное давление — 8 атм;
	• мощность электродвигателя — 1.1 кВт;
	• привод — прямой;
	• тип охлаждения — воздушное;
	• страна происхождения — Беларусь.
На сайте нашей компании вы можете купить воздушный поршневой электрический компрессор Remeza СБ4-16.GMS150K на 220 Вольт с максимальным давлением 8 атм и с гарантией от официального дилера 12 месяцев.
За консультацией звоните по телефону. Специалисты «PRO-Краскопульт» ждут вашей заявки.
"
Компрессоры;Малошумные;;https://pro-kraskopult.ru/maloshumnye/porshnevoj-kompressor-remeza-sb4-16-vs204k;"Поршневой компрессор Remeza СБ4-16.VS204K";12345678.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;"8 атм";;;;;;;;;;;;;;;;"1.5 кВт";;;;;;;;;;"16 л";;;;;;;;;;"150 л/мин";;;;;;;;;;;;;;;;;;"Поршневой компрессор Remeza СБ4-16.VS204K
СБ4-16.VS204K — воздушный электрический поршневой компрессор на 220 В от надежного бренда Remeza. Вы можете оставить заказ на это устройство в нашем магазине на страницах сайта pro-kraskopult.ru по доступным ценам.
Модель обладает следующими основными техническими характеристиками:
	• двигатель – электродвигатель;
	• напряжение — 220 В;
	• давление — 8 атм;
	• мощность электродвигателя — 1.5 кВт;
	• привод — прямой;
	• охлаждение — воздушное;
	• страна происхождения — Беларусь.
В компании «PRO-Краскопульт» можно заказать поршневой воздушный электрический компрессор Remeza СБ4-16.VS204K на 220 В с максимальным давлением 8 атм и с гарантией от официального дилера 12 месяцев.
За профессиональной консультацией обращайтесь по телефону. Консультанты нашего магазина ждут вашего обращения.
"
Комплектующие;"Для безвоздушных аппаратов";"Фильтры в аппараты";https://pro-kraskopult.ru/filtry-v-apparaty/filtr-na-okrasochnyj-agregat-hyvst-graco;"Фильтр на окрасочный агрегат HYVST, GRACO";800.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Фильтр на окрасочный агрегат HYVST, GRACO
арт.TT90650104
Фильтр на окрасочный аппарат Graco KING, Graco Merkur, Hyvst SPT 650. Фильтр 60 mesh в колбу окрасочного аппарата
"
Комплектующие;"Для безвоздушных аппаратов";"Фильтры в аппараты";https://pro-kraskopult.ru/filtry-v-apparaty/filtr-na-okrasochnyj-apparat-graco-mark-v;"Фильтр на окрасочный аппарат Graco Mark V";800.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Фильтр на окрасочный аппарат Graco Mark V
арт.244067
Фильтр 60 mesh на окрасочный аппарат высокого давления Graco Mark V — HYVST EPT 450
"
Комплектующие;"Для безвоздушных аппаратов";"Фильтры в аппараты";https://pro-kraskopult.ru/filtry-v-apparaty/filtr-v-okrasochnyj-apparat-graco-mark-v-100-mesh;"Фильтр в окрасочный аппарат Graco Mark V 100 Мesh";800.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Фильтр в окрасочный аппарат Graco Mark V 100 Мesh
арт.244068-1
Фильтр тонкой очистки для окрасочных аппаратов типа Graco Mark V, предназначен для фильтрации строительных красок средней вязкости
"
Комплектующие;"Для безвоздушных аппаратов";"Фильтры в аппараты";https://pro-kraskopult.ru/filtry-v-apparaty/filtr-tonkoj-ochistki-30-mesh-na-graco-mark-v;"Фильтр тонкой очистки 30 mesh на Graco Mark V";800.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Фильтр тонкой очистки 30 mesh на Graco Mark V
арт.244071-1
Фильтр в колбу окрасочного аппарата типа Graco Mark V, предназначен для фильтрации вязких огнезащитных красок
"
Комплектующие;"Для безвоздушных аппаратов";"Фильтры в аппараты";https://pro-kraskopult.ru/filtry-v-apparaty/filtr-v-okrasochnyj-agregat-hyvst;"Фильтр в окрасочный агрегат HYVST";800.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Фильтр в окрасочный агрегат HYVST
арт.07041020
Фильтр в окрасочный агрегат SPT 490/690, а также для EPT 270.
"
Комплектующие;"Для безвоздушных аппаратов";"Фильтры в ручку краскопульта";https://pro-kraskopult.ru/filtry-v-ruchku-kraskopulta/filtr-v-kraskopult-graco;"Фильтр в краскопульт Graco";800.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Фильтр в краскопульт Graco
арт.287033
Фильтр в безвоздушный краскопульт, фильтрующий элемент для профессионального краскопульта высокого давления типа GRACO или HYVST
"
Комплектующие;"Для безвоздушных аппаратов";"Фильтры в ручку краскопульта";https://pro-kraskopult.ru/filtry-v-ruchku-kraskopulta/filtr-zheltyj-v-kraskopult-wagner;"Фильтр желтый в краскопульт Wagner";800.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Фильтр желтый в краскопульт Wagner
арт.0097023
Фильтр желтый в краскопульт Wagner или в прямой краскопульт для покраски стен и потолков HYVST
"
Комплектующие;"Для безвоздушных аппаратов";"Фильтры в ручку краскопульта";https://pro-kraskopult.ru/filtry-v-ruchku-kraskopulta/filtr-krasnyj-v-kraskopult-wagner;"Фильтр красный в краскопульт Wagner";800.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Фильтр красный в краскопульт Wagner
арт.0097022
Фильтрующий элемент в прямой краскопульт или в безвоздушные краскопульты Wagner , фильтр для жидкой краски для тонкой очистки
"
Комплектующие;"Для безвоздушных аппаратов";"Фильтры в ручку краскопульта";https://pro-kraskopult.ru/filtry-v-ruchku-kraskopulta/filtr-v-kraskopult-titan-belyj;"Фильтр в краскопульт TITAN белый";800.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Фильтр в краскопульт TITAN белый
арт.07041018
Фильтр белый с резьбой в безвоздушный краскопульт. Фильтр с белым пластиковым наконечником. Устанавливается в рукоятку краскопульта. Он предназначен для фильтрации краски. Белый наконечник фильтра означает, что данный фильтр имеет 60 ячеек на 1 квадратный сантиметр, т.е. фильтр с крупной ячейкой, для фильтрации лакокрасочных материалов средней вязкости, например, краски по металлу, грунтовки по металлу, эмали, водные краски, водоэмульсионные и латексные краски, масленые краски и пр.Фильтр подходит по типу размера как к краскопультам HYVST, так и на краскопульты Titan LX 80
"
Комплектующие;"Для безвоздушных аппаратов";"Фильтры в ручку краскопульта";https://pro-kraskopult.ru/filtry-v-ruchku-kraskopulta/filtr-zelenyj-v-kraskopult-wagner;"Фильтр зеленый в краскопульт Wagner";800.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Фильтр зеленый в краскопульт Wagner
арт.0097025
Зеленый патрон фильтра в краскопульт Wagner или прямой краскопульт для покраски стен и потолков HYVST
"
Комплектующие;"Для безвоздушных аппаратов";"Фильтры в ручку краскопульта";https://pro-kraskopult.ru/filtry-v-ruchku-kraskopulta/filtr-belyj-v-kraskopult-wagner;"Фильтр белый в краскопульт Wagner";800.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Фильтр белый в краскопульт Wagner
арт.0097024
Фильтр белый в краскопульт типа Wagner для прямого пистолета для покраски потолков HYVST
"
Комплектующие;"Для безвоздушных аппаратов";"Фильтры в ручку краскопульта";https://pro-kraskopult.ru/filtry-v-ruchku-kraskopulta/filtr-v-kraskopulty-graco;"Фильтр в краскопульты Graco";800.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Фильтр в краскопульты Graco
арт.287032
Фильтр в безвоздушный краскопульт, фильтрующий элемент для профессионального краскопульта высокого давления типа GRACO или HYVST
"
Комплектующие;"Для безвоздушных аппаратов";"Шланги высокого давления";https://pro-kraskopult.ru/shlangi-vysokogo-davlenija/shlang-vysokogo-davlenija-dlja-kraski-1-5-m;"Поводок высокого давления для краски 1,5 м";2500.00;Руб/шт;;;;;;;;-x-x-;;;"500 бар";;;;;;;;"1,5 м";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1/4;;;;"Поводок высокого давления для краски 1,5 м
Поводок 1/4″ х 1,5 м, 500 бар, с пружинами
"
Комплектующие;"Для безвоздушных аппаратов";"Шланги высокого давления";https://pro-kraskopult.ru/shlangi-vysokogo-davlenija/shlang-vysokogo-davlenija-dlja-kraski-15-m-sinij-17200040-15-2;"Шланг высокого давления для краски 15 м";4900.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;"15 м.";;;;;;"500 бар";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1/4;;;;"Шланг высокого давления для краски 15 м
Шланг высокого давления для краски, длиной 15 метров, максимальное рабочее давление 500 бар
"
Комплектующие;"Для безвоздушных аппаратов";"Шланги высокого давления";https://pro-kraskopult.ru/shlangi-vysokogo-davlenija/shlang-vysokogo-davlenija-dlja-kraski-15-m-sinij-17200040-15-2-2;"Шланг высокого давления для краски 15 м";8800.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;"15 м.";;;;;;"500 бар";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3/8;;;;"Шланг высокого давления для краски 15 м
Шланг высокого давления для краски, длиной 15 метров, максимальное рабочее давление 500 бар
"
Комплектующие;"Для безвоздушных аппаратов";"Сопла безвоздушные";https://pro-kraskopult.ru/sopla-bezvozdushnye/soplo-bezvozdushnoe-319;"Сопло безвоздушное 319";1400.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,019”;;;;;;;;;;"30 градусов";;"15 см.";;;;;"Сопло безвоздушное 319
арт.319
Сопло реверсивное безвоздушное 319, имеет посадочный размер типа Wagner Trade Tip2. Подходит ко всем современным краскопультам безвоздушного распыления Wagner AG 08, AG 14, или Titan LX 80 или SS 5 . Сопло предназначено для безвоздушных краскопультов, с максимальным давлением до 300 бар. Краска подается от окрасочного агрегата по шлангу высокого давления в безвоздушный краскопульт, и, проходя через сопло тонкого сечения, краска распыляется, образуя красочный факел.
Безвоздушные сопла могут быть с различными цветными пластиковыми флажками, цвет флажка не влияет на тип размера сопла, это только дизайн. Номер сопла 319 указан (пропечатан) на хвосте пластикового флажка.
У цветного флажка безвоздушного сопла есть два направления распыления краски, первое направление, по стрелке (острием вперед), и второе направление – тыльное, тупое скругленное. Если безвоздушное сопло установлено на краскопульт острием вперед – значит, оно находится в процессе распыления,если тыльной стороной, то на прочистку, в случае если сопло забилось. Чтобы прочистить забитое сопло, необходимо развернуть его в соплодержателе тыльной стороной, на 180 градусов, отвернуть безвоздушный краскопульт в сторону и нажать пару раз на курок окрасочного пистолета.
Благодаря данным двум положениям безвоздушного сопла,«распыление» и «прочистки», сопла получили название реверсивные, а благодаря тому, что воздух не участвует в процессе распылении краски, сопла получили название безвоздушные.
Расшифровка сопла 319
Сопло 319 имеет угол распыления 30 градусов, и на расстоянии 30-35 см краскопульта от окрашиваемой поверхности дает факел порядка15 сантиметров.
Проходное сечение 319 сопла – 0,019”.
В комплект сопла входит седло и уплотнение для фиксации сопла в безвоздушном краскопульте. При замене сопла менять седло и уплотнение не обязательно.
Данное сопло обычно используют для покраски не крупногабаритных изделий, например, металлические балки, узкие места на фасадах зданий, аккуратная прокраска стен дома, покраска стен и потолков в квартире.Сопло используют для нанесения некоторых видов теплоизоляций и огнезащиты,антикоррозионная обработка металла , эмалей по металлу, красок с абразивом, цинкосодержащих красок.
При одинаковой краске, одинаковой вязкости, и одном и том же давлении — скорость нанесения и расход краски при проходе через сопло 319 будет больше чем у 317 сопла. И, соответственно, меньше чем у 321 сопла.
Ширина факела 319 на одинаковом расстоянии от краскопульта до поверхности окрашивания будет уже сантиметров на 5 , чем у 419 сопла. И, соответственно шире на 5см, чем у 219 сопла
"
Комплектующие;"Для безвоздушных аппаратов";"Сопла безвоздушные";https://pro-kraskopult.ru/sopla-bezvozdushnye/soplo-bezvozdushnoe-421;"Сопло безвоздушное 421";1400.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,021”;;;;;;;;;;"40 градусов";;"20 см.";;;;;"Сопло безвоздушное 421
арт.421
Сопло реверсивное безвоздушное 
421
, имеет посадочный размер типа Wagner TradeTip2. Подходит ко всем современным краскопультам безвоздушного распыления Wagner AG 08, AG 14, или Titan LX 80 или SS 5 . Сопло предназначено для безвоздушных краскопультов, с максимальным давлением до 300 бар. Краска подается от окрасочного агрегата по шлангу высокого давления в безвоздушный краскопульт, и, проходя через сопло тонкого сечения, краска распыляется, образуя красочный факел.
Безвоздушные сопла могут быть с различными цветными пластиковыми флажками, цвет флажка не влияет на тип размера сопла, это только дизайн. Номер сопла 
421 
указан (пропечатан) на хвосте пластикового флажка.
У цветного флажка безвоздушного сопла есть два направления распыления краски, первое направление, по стрелке (острием вперед), и второе направление – тыльное, тупое скругленное. Если безвоздушное сопло установлено на краскопульт острием вперед – значит, оно находится в процессе распыления,если тыльной стороной, то на прочистку, в случае если сопло забилось. Чтобы прочистить забитое сопло, необходимо развернуть его в соплодержателе тыльной стороной, на 180 градусов, отвернуть безвоздушный краскопульт в сторону и нажать пару раз на курок окрасочного пистолета.
Благодаря данным двум положениям безвоздушного сопла,«распыление» и «прочистки», сопла получили название реверсивные, а благодаря тому, что воздух не участвует в процессе распылении краски, сопла получили название безвоздушные.
Расшифровка сопла 
421
Сопло 
421
 имеет угол распыления 
40
 градусов, и на расстоянии 30-35 см краскопульта от окрашиваемой поверхности дает факел порядка
20
 сантиметров.
Проходное сечение 
421
 сопла – 
0,021
”.
В комплект сопла входит седло и уплотнение для фиксации сопла в безвоздушном краскопульте. При замене сопла менять седло и уплотнение не обязательно.
Данное сопло обычно используют для покраски широких изделий,например, 20 см ширины металлические балки, покраска фасадов зданий, прокраска стен дома. Сопло используют для нанесения некоторых видов теплоизоляций и огнезащиты, антикоррозионная обработка металла , эмалей по металлу, красок с абразивом, цинкосодержащих красок.
При одинаковой краске, одинаковой вязкости, и одном и том же давлении — скорость нанесения и расход краски при проходе через сопло 
421
будет больше чем у 
419
 сопла. И, соответственно, меньше чем у 
423 
сопла.
Ширина факела 
421
 на одинаковом расстоянии от краскопульта до поверхности окрашивания будет уже сантиметров на 5 , чем у 
521 
сопла. И, соответственно шире на 5см, чем у 
321 
сопла
"
Комплектующие;"Для безвоздушных аппаратов";"Сопла безвоздушные";https://pro-kraskopult.ru/sopla-bezvozdushnye/soplo-bezvozdushnoe-517;"Сопло безвоздушное 517";1400.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,017”;;;;;;;;;;"50 градусов";;"25 см.";;;;;"Сопло безвоздушное 517
арт.517
Сопло реверсивное безвоздушное 
517
, имеет посадочный размер типа Wagner TradeTip2. Подходит ко всем современным краскопультам безвоздушного распыления Wagner
 
AG 08, AG 14, или Titan LX 80 или SS 5 . Сопло предназначено для безвоздушных краскопультов, с максимальным давлением до 300 бар. Краска подается от окрасочного агрегата по шлангу высокого давления в безвоздушный краскопульт, и, проходя через сопло тонкого сечения, краска распыляется, образуя красочный факел.
Безвоздушные сопла могут быть с различными цветными пластиковыми флажками, цвет флажка не влияет на тип размера сопла, это только дизайн. Номер сопла 
517 
указан (пропечатан) на хвосте пластикового флажка.
У цветного флажка безвоздушного сопла есть два направления распыления краски, первое направление, по стрелке (острием вперед), и второе направление – тыльное, тупое скругленное. Если безвоздушное сопло установлено на краскопульт острием вперед – значит, оно находится в процессе распыления,если тыльной стороной, то на прочистку, в случае если сопло забилось. Чтобы прочистить забитое сопло, необходимо развернуть его в соплодержателе тыльной стороной, на 180 градусов, отвернуть безвоздушный краскопульт в сторону и нажать пару раз на курок окрасочного пистолета.
Благодаря данным двум положениям безвоздушного сопла,«распыление» и «прочистки», сопла получили название реверсивные, а благодаря тому, что воздух не участвует в процессе распылении краски, сопла получили название безвоздушные.
Расшифровка сопла 
517
Сопло 
517
 имеет угол распыления 
50
 градусов, и на расстоянии 30-35 см краскопульта от окрашиваемой поверхности дает факел порядка
 25
 сантиметров.
Проходное сечение 
517 
сопла – 
0,017
”.
В комплект сопла входит седло и уплотнение для фиксации сопла в безвоздушном краскопульте. При замене сопла менять седло и уплотнение не обязательно.
Данное сопло обычно используют для покраски широких изделий, например, покраска товарных вагонов, покраска масляными красками, покраска грунтом ГФ 021 и эмалью Пф-115, покраска фасадов зданий, прокраска углов стен дома.Сопло используют для нанесения некоторых видов теплоизоляций , грунтовки перед нанесением огнезащиты, антикоррозионная обработка металла , эмалей по металлу.
При одинаковой краске, одинаковой вязкости, и одном и том же давлении — скорость нанесения и расход краски при проходе через сопло 
517
будет больше чем у 
515 
сопла. И, соответственно, меньше чем у 
519 
сопла.
Ширина факела 
517
 на одинаковом расстоянии от краскопульта до поверхности окрашивания будет уже сантиметров на 5 , чем у 
617 
сопла. И, соответственно шире на 5см, чем у 
417 
сопла
"
Комплектующие;"Для безвоздушных аппаратов";"Сопла безвоздушные";https://pro-kraskopult.ru/sopla-bezvozdushnye/soplo-bezvozdushnoe-115;"Сопло безвоздушное 115";1800.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Сопло безвоздушное 115
арт.115
Сопло реверсивное безвоздушное 
115
"
Комплектующие;"Для безвоздушных аппаратов";"Сопла безвоздушные";https://pro-kraskopult.ru/sopla-bezvozdushnye/soplo-bezvozdushnoe-117;"Сопло безвоздушное 117";1800.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Сопло безвоздушное 117
арт.115
Сопло реверсивное безвоздушное 
117
"
Комплектующие;"Для безвоздушных аппаратов";"Сопла безвоздушные";https://pro-kraskopult.ru/sopla-bezvozdushnye/soplo-bezvozdushnoe-209;"Сопло безвоздушное 209";1400.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Сопло безвоздушное 209
арт.209
Сопло реверсивное безвоздушное
209
"
Комплектующие;"Для безвоздушных аппаратов";"Сопла безвоздушные";https://pro-kraskopult.ru/sopla-bezvozdushnye/soplo-bezvozdushnoe-535;"Сопло безвоздушное 535";1400.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Сопло безвоздушное 535
арт.535
Сопло реверсивное безвоздушное
535
"
Комплектующие;"Для безвоздушных аппаратов";"Сопла безвоздушные";https://pro-kraskopult.ru/sopla-bezvozdushnye/soplo-bezvozdushnoe-243;"Сопло безвоздушное 243";1800.00;Руб/шт;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Сопло безвоздушное 243
арт.243
Сопло реверсивное безвоздушное 243
"
