"Крошка 1";"Крошка 2";"Крошка 3";"Крошка 4";"Крошка 5";"Крошка 6";Ссылка;Название;Цена;"Ед. изм.";"Изображение 1";"Изображение 2";"Изображение 3";"Изображение 4";"Изображение 5";"Изображение 6";"Изображение 7";"Изображение 8";"Изображение 9";"Изображение 10";"Изображение 11";"Изображение 12";"Изображение 13";"Изображение 14";;Габариты;"код товара";отзывы;производитель;Описание
Бренды;KOVAX;"KOVAX абразивы";"KOVAX Super Assilex абразивные материалы";"KOVAX листы Super Assilex 130 х 170мм";;https://krasimpravilno.ru/brendy/kovax-1/abrazivy-kovax/abrazivnye-materialy-kovax/matirujuschie-listy-super-assilex-130-x-170mm/kovax-list-superassilex-peach-k1500-130-h-170.html;"KOVAX лист Superassilex Peach K1500 130 х 170";290.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/schtaer1000-1000.00_07_53_06.неподвижное%20изображение190-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/schtaer1000-1000.00_08_43_04.неподвижное%20изображение180-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/schtaer1000-1000.00_08_37_07.неподвижное%20изображение179-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/Эпизод%2002.00_00_00_00.неподвижное%20изображение001-700x700.jpg;;;;;;;;;;;;-x-x-;1911510;;KOVAX;"Лист Superassilex Peach K1500 170x130mm
Абразивные листы Super Assilex и Assilex, зернистостью от K-240 до 
K-1500 инновационный, не имеющий аналогов абразивный материал для 
матирования поверхности, обработки грунта, лака. Обеспечивает 
исключительно ровную, однородную риску, позволяет легко обрабатывать 
твёрдые лаки и грунты (особенно эффективен для обработки твёрдых лаков 
Super assilex orange P1500). Материал работает без применения воды, 
матирующей пасты или геля, приблизительный расход - 1 лист (круг) на 2-4
 детали, применяется с мягкими подложками. Незаменим при ремонтной 
окраске методом «перехода». Листы, благодаря своей супер-гибкой основе 
удобны при обработке поверхностей и профилей сложной формы. 
Использование данных материалов на различных этапах позволяет сэкономить
 трудозатраты на 50 и более процентов.
Теги:
KOVAX
,
лист
,
Superassilex
,
Peach
,
K1500
,
130 х 170
"
"Расходные материалы";;;;;;https://krasimpravilno.ru/rasxodnye-materialy/razbavitel-autop-tinner-standart-50-53-medlennyj-akrilovyj-up-0-5-l.html;"Разбавитель AUTOP Tinner SLOW 50/53 медленный, акриловый, уп.0,5 л";450.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/AUTOP%20/50-51-х1л-590x1024-700x700.png;;;;;;;;;;;;;;;-x-x-;50/53.0,5;;AUTOP;"Разбавитель AUTOP Tinner SLOW 50/53 медленный, акриловый, уп.0,5 л
Теги:
Разбавитель AUTOP Tinner SLOW 50/53 медленный
,
акриловый
,
уп.0
,
5 л
"
Бренды;KOVAX;"KOVAX абразивы";"Kovax круги и полосы MAXFILM";;;https://krasimpravilno.ru/brendy/kovax-1/abrazivy-kovax/abrazivy-maxfilm/abrazivnyj-krug-max-film-152-mm-p320-15-otv-sht.html;"Абразивный круг Max Film 152 mm  P320 15 отв. (шт.)";50.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/kovax/SVETA/KOVAX/5230320/olclyikq_обработано-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/kovax/SVETA/KOVAX/5230320/psdd1s4w_обработано-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/kovax/SVETA/KOVAX/5230320/taocnq7b_обработано-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/kovax/SVETA/KOVAX/5230320/f0phbwvs_обработано-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/kovax/SVETA/KOVAX/5230320/f3f0rdfk_обработано-700x700.jpg;;;;;;;;;;;-x-x-;5230320;;KOVAX;"Абразивный круг Max Film 152 mm  P320 15 отв. (шт.)
Абразивные круги Maxfilm 152 мм, 15 отверстий. Серия шлифовальных кругов D152 мм «Maxfilm». Абразивные круги выполнены на водостойкой полимерной основе с креплением «Velcro»и отличаются повышенной производительностью и износостойкостью, с улучшенным пылеотталкивающим покрытием. Края отверстий для пылеотвода завальцованы, что предотвращает образование спиральных рисок при износе круга. Диаметр 152 мм позволяет защитить края подложки шлифовальной машинки от износа. Для удобства использования маркировка, указывающая зернистость нанесена на рабочую поверхность кругов. Диапазон зернистости от Р120 до Р600, с 7-ю или15-ю отверстиями для пылеотвода.
Теги:
Абразивный круг kovax
,
p320
"
Бренды;ISISTEM;"Система полировки - IPOLISH";;;;https://krasimpravilno.ru/brendy/isistem-1/sistema-polirovki-ipolish-pasta-isistem/polirovalnyj-krug-iz-porolona-d-150-mm-t-30-mm-zhestkij-oranzhevyj-isistem-norma-orang.html;"Полировальный круг из поролонa D 150 mm T 25 mm жесткий оранжевый ISISTEM Norma Orange";560.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/ISPRAY/is_pw_150_30_h_n_orange_polirovalnyy_krug_iz_porolona_d150_mm_tzo_mm_zhestkiy_oranzhevyy_norma_30_orange_isistem-700x700.png;;;;;;;;;;;;;;;-x-x-;IS-PW-150-25-H-N-Orange;;ISISTEM;"Полировальный круг из поролонa D 150 mm T 25 mm жесткий оранжевый ISISTEM Norma Orange
Теги:
Полировальный круг из поролонa D 150 mm T 25 mm жесткий оранжевый ISISTEM Norma Orange
"
Бренды;KOVAX;"KOVAX абразивы";"KOVAX MAXCUT абразивные материалы";"KOVAX MAXCUT абразивные круги";"KOVAX Maxcut абразивные круги 150мм";https://krasimpravilno.ru/brendy/kovax-1/abrazivy-kovax/abrazivnye-materialy-kovax-maxcut/abrazivy-kovax-krugi/abrazivy-kovax-abrazivnye-krugi-150mm/abrazivnyj-krug-maxcut-152-mm-p120-15-otv.html;"Абразивный круг Maxcut 152 mm P120 15 отв.";90.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/kovax/MAXCUT152-700x700.png;;;;;;;;;;;;;;;-x-x-;5690120;;KOVAX;"Абразивные материалы Maxcut - круги и полосы зернистостью Р60-Р180, с уникальным способом нанесения абразивного минерала в виде «точек» размером 1,5х1,5 мм с промежутками между ними, что позволяет увеличить режущую способность абразива и намного эффективнее удалять пыль от шлифования. Благодаря специальной структуре и форме абразивного минерала в «точках», продукты Maxcut способны работать дольше традиционных материалов аналогичного назначения.
В связи с тем, что продукты шлифования легко выводятся за пределы «точек» абразива, Maxcut превосходно работает по замасленным, загрязнённым, мягким поверхностям, дереву и пластикам. Наилучший результат достигается при работе шлифовальным инструментом с ходом эксцентрика 5 мм, 7 мм или 9 мм.
Теги:
Абразивный круг Maxcut 152 mm P120 15 отв.
"
Бренды;ISISTEM;"Система полировки - IPOLISH";;;;https://krasimpravilno.ru/brendy/isistem-1/sistema-polirovki-ipolish-pasta-isistem/polirovalnyj-krug-iz-porolona-d-150-mm-t-30-mm-srednezhestkij-zelenyj-isistem-green.html;"Полировальный круг из поролонa D 150 mm T 30 mm среднежесткий зеленый - ISISTEM Green";560.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/ISPRAY/dae703167ff09c874650400b46ef1f7c-700x700.jpg;;;;;;;;;;;;;;;-x-x-;IS-PW-150-30-M-PR-Green;;ISISTEM;"Полировальный круг из поролонa D 150 mm T 30 mm среднежесткий зеленый - ISISTEM Green
Теги:
Полировальный круг из поролонa D 150 mm T 30 mm среднежесткий зеленый - ISISTEM Green
"
Бренды;Mipa;Лаки;;;;https://krasimpravilno.ru/brendy/483-mipa/499-laki/mipa-lak-2k-hs-21-klarlack-matt-ccm-matovyj-s-urovnem-gljanca-10-c-otverditelem-ms25-1l-05l-233910000-ru.html;"Mipa лак 2K HS 2+1 Klarlack matt CCM Матовый с уровнем глянца 10%,  c oтвердителем MS25 (1л + 0,5л)";4000.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/product/mip/Mipa_2K_HS_21_Klarlack_matt_CCM_matovyj_lak_s_urovnem_glyantsa_10_v_komplekte_c_otverditelem_MS25_1l__05l-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/MIPA/2K%20грунты/Mipa%20лак%20матовый%202K%20HS%20Klarlack%20matt%20CCM-700x700.png;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/MIPA/2K%20грунты/Mipa%20лак%20матовый%202K%20HS%20Klarlack%20matt%20CCM-1-700x700.png;;;;;;;;;;;;;-x-x-;233910000;;"Mipa (Германия)";"НАЗНАЧЕНИЕ:

Лак матовый 2K HS Klarlack matt CCM 1л - с блеском степени 15 - 20% под углом 60° это ЛОС-совместимый прозрачный лак высокой концентрации, предназначенный для создания высококачественного матового покрытия (частичной или полной покраски) автомобилей. Он также подходит для регулировки блеска прозрачного лака Mipa 2K-HS-Klarlacke. Он обеспечивает равномерную матовость прозрачных лаков, наносимых поверх грунтовочного покрытия на основе растворителя или на водной основе. Mipa 2K-HS-Klarlack matt CCM обеспечивает высокую сопротивляемость воздействию погодных условий, а также химическому и механическому воздействию.

УСЛОВИЯ НАНЕСЕНИЯ:

От +10 °C, не более 80 % относительной влажности воздуха. Обеспечить достаточное проветривание.

СКОРОСТЬ РАСТЕКАНИЯ:

10,0 - 12,0 м²/л

ЦВЕТ:

Бесцветный

ОТВЕРДИТЕЛЬ:

Mipa 2K-MS-Härter MS 25

РАСТВОРИТЕЛЬ:

Mipa 2K-Verdünnung V 25

СМЕШИВАНИЕ:

Пропорция смешивания по объему: 2:1

ЖИВУЧЕСТЬ:

Срок годности после смешивания компонентов: 1 ч при 20 °C

ВРЕМЯ ИСПАРЕНИЯ РАСТВОРИТЕЛЯ ИЗ ПЛЕНКИ:

5 - 10 мин между нанесением слоев

30 - 45 мин до сушки в печи

ТОЛЩИНА СУХОГО ПОКРЫТИЯ:

50 - 60 мкм

СВОЙСТВА:

Содержание ЛОС (летучих органических соединений) по нормам ЕС, предельное значение для данного изделия (категории B/b) составляет: 840 г/л. Этот продукт содержит не более 495 г/л ЛОС.


Теги:
Купить  Mipa 2K HS 2+1 Klarlack matt CCM Матовый лак с уровнем глянца 10%
,
в комплекте c oтвердителем MS25 (1л + 0
,
5л)
"
Бренды;KOVAX;"KOVAX абразивы";"KOVAX Super Assilex абразивные материалы";"KOVAX листы Super Assilex 130 х 170мм";;https://krasimpravilno.ru/brendy/kovax-1/abrazivy-kovax/abrazivnye-materialy-kovax/matirujuschie-listy-super-assilex-130-x-170mm/kovax-list-superassilex-sky-p600-170-130.html;"KOVAX лист Superassilex Sky P600 170*13";290.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/schtaer1000-1000.00_08_02_19.неподвижное%20изображение191-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/schtaer1000-1000.00_08_43_04.неподвижное%20изображение180-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/schtaer1000-1000.00_08_51_09.неподвижное%20изображение192-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/Эпизод%2002.00_00_00_00.неподвижное%20изображение001-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/schtaer1000-1000.00_08_37_07.неподвижное%20изображение179-700x700.jpg;;;;;;;;;;;-x-x-;1912513;;KOVAX;"Матирующие листы Super Assilex SKY 130 х 170мм

 

Матирующие листы Super Assilex SKY отлично подходят для обработки поверхностей сложной  формы, радиусов и профилей. За счет эластичной структуры  позволяют избежать прошлифовывания нижних слоев  материала. Характеризуются высокой производительностью,  долговечностью и ровной качественной риской.

Листы, благодаря своей супер-гибкой основе удобны при обработке поверхностей и профилей сложной формы. Использование данных материалов на различных этапах позволяет сэкономить трудозатраты на 50 и более процентов. Отлично подходит для обработки поверхностей сложной формы, радиусов и профилей. За счет эластичной структуры позволяет избежать прошлифовывания нижних слоев материала. Характеризуется высокой производительностью, долговечностью и ровной качественной риской.

Теги:
Лист Superassilex Sky P600 170*130 mm (шт.)
"
"Расходные материалы";;;;;;https://krasimpravilno.ru/rasxodnye-materialy/razbavitel-autop-tinner-standart-50-52-bystryj-akrilovyj-up-5-0-l.html;"Разбавитель AUTOP Tinner FAST 50/52 быстрый, акриловый, уп.5,0 л";3105.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/AUTOP%20/50-51-х1л-590x1024-700x700.png;;;;;;;;;;;;;;;-x-x-;50/52.5;;AUTOP;"Разбавитель AUTOP Tinner FAST 50/52 быстрый, акриловый, уп.5,0 л
Теги:
Разбавитель AUTOP Tinner FAST 50/52 быстрый
,
акриловый
,
уп.5
,
0 л
"
"Расходные материалы";"Растворители для очистки оборудования, разбавители  и обезжириватели";;;;;https://krasimpravilno.ru/rasxodnye-materialy/rastvoriteli-dlja-ochistki-oborudovanija-i-obezzhirivateli/razbavitel-dlja-metallikov-proflex-ximik-met-banka-up-1l.html;"Разбавитель для металликов PROFLEX ""Химик"" мет.банка, уп. 1л";518.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Polichim/0a987acfcb82a873b5915131e13b7965-700x700.jpg;;;;;;;;;;;;;;;-x-x-;14900;;Химик;"Разбавитель для металликов PROFLEX ""Химик"" мет.банка, уп. 1л
Теги:
Разбавитель для металликов PROFLEX ""Химик"" мет.банка
,
уп. 1л
"
Бренды;KOVAX;"KOVAX абразивы";"KOVAX Super Assilex абразивные материалы";"KOVAX круги Super Assilex 152 мм";;https://krasimpravilno.ru/brendy/kovax-1/abrazivy-kovax/abrazivnye-materialy-kovax/abrazivnye-materialy-kovax-super-assilex/kovax-krug-superassilex-sky-k600-152-mm-15-otv.html;"Kovax круг Superassilex Sky P600 152 мм, 15 отв";300.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/krug-superassilex-sky-p500-152-mm-15-otv-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/kovax-k1200-krug-superassilex-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/Эпизод%2002.00_00_00_00.неподвижное%20изображение001-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/krug-superassilex-sky-p500-152-mm-15-otv-1-700x700.jpg;;;;;;;;;;;;-x-x-;1931578;;KOVAX;"Абразивные
 круги, листы Super Assilex и Assilex (7 отв., 15 отв.), зернистостью от
 P240 до P1500 – инновационный, не имеющий аналогов абразивный материал 
для матирования поверхности, обработки грунта, лака. Обеспечивает 
исключительно ровную, однородную риску, позволяет легко обрабатывать 
твёрдые лаки и грунты (особенно эффективен для обработки твёрдых лаков 
Super assilex orange P1500). Материал работает без применения воды, 
матирующей пасты или геля, приблизительный расход - 1 лист (круг) на 2-4
 детали, применяется с мягкими подложками. Незаменим при ремонтной 
окраске методом «перехода». Листы, благодаря своей супер-гибкой основе 
удобны при обработке поверхностей и профилей сложной формы. 
Использование данных материалов на различных этапах позволяет сэкономить
 трудозатраты на 50 и более процентов.


Теги:
Круг Superassilex Sky P600 152 мм
,
15 отв.
"
Бренды;KOVAX;"KOVAX абразивы";"Kovax Tolecut cистема устранения дефектов";;;https://krasimpravilno.ru/brendy/kovax-1/abrazivy-kovax/sistema-ustranenija-defektov-tolecut/kovax-tolecut-green-p2500-70-114-mm-kleykiy-list.html;"KOVAX Tolecut Green P2500 70*114 mm клейкий  лист";180.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/TOLIKAT/klejkij-list-tolecut-green-p2500-2935mm-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/TOLIKAT/klejkij-list-tolecut-70114mm-7-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/TOLIKAT/klejkij-list-tolecut-2935mm-x-8sht-4-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/TOLIKAT/klejkij-list-tolecut-70114mm-5-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/TOLIKAT/klejkij-list-tolecut-70114mm-3-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/TOLIKAT/klejkij-list-tolecut-70114mm-4-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/TOLIKAT/klejkij-list-tolecut-2935mm-x-8sht-6-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/TOLIKAT/klejkij-list-tolecut-70114mm-1-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/TOLIKAT/klejkij-list-tolecut-green-p2500-2935mm-1-700x700.jpg;;;;;;;-x-x-;1911522;;KOVAX;"Продукция Tolecut – это система сухого шлифования. Вы видите то, что 
шлифуете, что исключает риск сквозного прошлифовывания лака. Устранение 
дефектов еще никогда не было таким простым и быстрым. Система Tolecut 
оставляет мелкую однородную шлифовальную риску, а также пригодна для 
работы с водными и керамическими лаками. В зависимости от размера 
дефектов можно выбрать один из трех материалов Tolecut. В случае 
значительных дефектов перед Tolecut можно использовать микроабразивы 
P1500. Пластинки Tolecut 1/8 используются для самых мелких дефектов, а 
листы Tolecut – для более крупных поверхностей. Эти листы также хорошо 
подходят для шлифовки закругленных элементов.

Теги:
KOVAX
,
Tolecut
,
Green P2500
,
70*114 mm
,
клейкий  лист
"
Бренды;KOVAX;"KOVAX абразивы";"KOVAX Super Assilex абразивные материалы";"KOVAX круги Super Assilex 152 мм";;https://krasimpravilno.ru/brendy/kovax-1/abrazivy-kovax/abrazivnye-materialy-kovax/abrazivnye-materialy-kovax-super-assilex/kovax-krug-superassilex-peach-k1500-152mm.html;"Kovax круг Superassilex Peach P1500 152мм";300.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/krug-superassilex-orange-p1500-152-mm-15-otv-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/kovax-k1200-krug-superassilex-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/krug-superassilex-orange-p1500-152-mm-15-otv-1-1-700x700.jpg;;;;;;;;;;;;;-x-x-;1932525;;KOVAX;"Абразивные
 круги, листы Super Assilex и Assilex (7 отв., 15 отв.), зернистостью от
 P240 до P1500 – инновационный, не имеющий аналогов абразивный материал 
для матирования поверхности, обработки грунта, лака. Обеспечивает 
исключительно ровную, однородную риску, позволяет легко обрабатывать 
твёрдые лаки и грунты (особенно эффективен для обработки твёрдых лаков 
Super assilex orange P1500). Материал работает без применения воды, 
матирующей пасты или геля, приблизительный расход - 1 лист (круг) на 2-4
 детали, применяется с мягкими подложками. Незаменим при ремонтной 
окраске методом «перехода». Листы, благодаря своей супер-гибкой основе 
удобны при обработке поверхностей и профилей сложной формы. 
Использование данных материалов на различных этапах позволяет сэкономить
 трудозатраты на 50 и более процентов.


Теги:
Kovax
,
K1500 Круг Superassilex Peach 152мм
,
15 отв
"
Бренды;KOVAX;"KOVAX абразивы";"KOVAX Super Assilex абразивные материалы";"KOVAX круги Super Assilex 152 мм";;https://krasimpravilno.ru/brendy/kovax-1/abrazivy-kovax/abrazivnye-materialy-kovax/abrazivnye-materialy-kovax-super-assilex/kovax-krug-superassilex-k400-152-mm-15-otv.html;"Kovax круг Superassilex P400 152 мм, 15 отв";300.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/krug-superassilex-dark-blue-p320-152-mm-15-otv-1-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/krug-superassilex-p400-152-mm-15-otv-1-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/Эпизод%2002.00_00_00_00.неподвижное%20изображение001-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Kovax/SUPERASSYLEX/kovax-k1200-krug-superassilex-700x700.jpg;;;;;;;;;;;;-x-x-;1932533;;KOVAX;"Абразивные
 круги, листы Super Assilex и Assilex (7 отв., 15 отв.), зернистостью от
 P240 до P1500 – инновационный, не имеющий аналогов абразивный материал 
для матирования поверхности, обработки грунта, лака. Обеспечивает 
исключительно ровную, однородную риску, позволяет легко обрабатывать 
твёрдые лаки и грунты (особенно эффективен для обработки твёрдых лаков 
Super assilex orange P1500). Материал работает без применения воды, 
матирующей пасты или геля, приблизительный расход - 1 лист (круг) на 2-4
 детали, применяется с мягкими подложками. Незаменим при ремонтной 
окраске методом «перехода». Листы, благодаря своей супер-гибкой основе 
удобны при обработке поверхностей и профилей сложной формы. 
Использование данных материалов на различных этапах позволяет сэкономить
 трудозатраты на 50 и более процентов.


Теги:
Круг Superassilex P400 152 мм
,
15 отв.
"
Бренды;KOVAX;"KOVAX абразивы";"Kovax aбразивные губки Highflex, матирующий скотчбрайт и рулоны";;;https://krasimpravilno.ru/brendy/kovax-1/abrazivy-kovax/abrazivnye-gubki-highflex-matirujuschie-podushki-i-rulony-kovax/abrazivnaja-gubka-medium-highflex-p120-150-sht.html;"Абразивная губка Медиум Highflex P120-150 (шт.)";90.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/kovax_abrazivnaja_gubka_highflex_enl-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/kovax_abrazivnaja_gubka_highflex_enl-700x700.jpg;;;;;;;;;;;;;;-x-x-;HF-0060;;KOVAX;"Абразивная губка Медиум Highflex P120-150 (шт.)
Теги:
Абразивная губка kovax
,
p120
,
p150
"
"Расходные материалы";"Протирочные материалы";;;;;https://krasimpravilno.ru/rasxodnye-materialy/pro/ochischajuschaja-salfetka-jeta-pro-wiperpro-500sht-rul.html;"Очищающая салфетка JETA PRO WIPERPRO 500шт/рул";7900.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/JETA%20PRO/5850474-700x700.jpg;;;;;;;;;;;;;;;-x-x-;5850474;;"JETA PRO";"Очищающая салфетка JETA PRO WIPERPRO 5850474
WIPERPRO
 - впитывающая салфетка из плотного нетканого полотна. Салфетка обладает высокой устойчивостью к воздействию растворителей, не содержит силикона.  Идеально подходит для протирки гладких поверхностей с водой или раство-рителями, может использоваться в качестве специального впитывающего материала для удаления маслянистых и жиросодержащих загрязнений.


Основные области применения: для операций по очистке и обезжириванию на предприятиях в различных областях промышленности, в окрасочных цехах,  авторемонтных мастерских, а также в типографиях.
Описание
Состав: 100% полипропилен
Цвет: синий
Размер 1 шт.: 320х360 мм
«Звездочки»
Плотность: 80 г/м²
Кол-во: в рулоне 500 шт, в пачке 35 шт.
Теги:
Очищающая салфетка JETA PRO WIPERPRO 500шт/рул
"
"Расходные материалы";;;;;;https://krasimpravilno.ru/rasxodnye-materialy/smennyj-filtr-jeta-pro-jac366.html;"Сменный фильтр JETA PRO JAC366 С доставкой по России";7600.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/JETA%20PRO/b26d43fb20355221a51d06722d96db24-700x700.jpg;;;;;;;;;;;;;;;-x-x-;"Сменный фильтр JETA PRO JAC366";;"JETA PRO";"Сменный фильтрующий элемент для тонкой очистки воздуха от частиц менее 0.01 мкм, применяется для фильтр групп JАС6003, JАС6002.
Теги:
Сменный фильтр JETA PRO JAC366
"
"Расходные материалы";Шпатлевки;;;;;https://krasimpravilno.ru/rasxodnye-materialy/shpatlevki/cardea-shpatlevka-finishnaya-shpatlevka-up-1-kg.html;"Cardea универсальная уп. 1кг";1100.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Cardea/SVETA/Cardea%20универсальная/cpke9zww_обработано-700x700.jpg;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/Cardea/SVETA/Cardea%20универсальная/569i5qnr_обработано-700x700.jpg;;;;;;;;;;;;;;-x-x-;10-1-2;;CARDEA;"Описание:
Cardea универсальная шпатлевка разработана для наполнения более мелких неровностей кузова автомобиля.
Поверхности для нанесения:
оцинкованная сталь
алюминий
полиэфирные / эпоксидные поверхности
эпоксидный грунт
Внимание: Не наносите на термопластичный акрил и кислотные грунты.
Подготовка поверхности:
Обезжирьте при помощи Cardea U-Clean 300 и чистой салфетки.
Сталь : сухое шлифование - P80
Оцинкованная сталь : сухое шлифование - P180
Алюминий : сухое шлифование - P180
Полиэфир/эпок. поверхности : сухое шлифование - P280
Старое отделочное покрытие : сухое шлифование - P80 → P180 → P280
Очистите используя чистую тряпку и Cardea U-Clean 300.
Пропорции смешивания:
Cardea универсальная шпатлевка : 100
Отвердитель для шпатлевок : 2
Внимание: Перемешивайте до получения однородной массы.
Срок Годности Смеси 5-6 мин (при 20°C)
Нанесение:
Нанесение должно производится при помощи шпателя под углом 60° к поверхности. Заполняйте повреждение в несколько тонких слоев.
Толщина сухой пленки не должна превышать 3 мм
Теги:
Cardea
,
финишная шпатлевка
"
"Расходные материалы";;;;;;https://krasimpravilno.ru/rasxodnye-materialy/razbavitel-autop-tinner-slow-50-53-medlennyj-akrilovyj-up-5-0-l.html;"Разбавитель AUTOP Tinner SLOW 50/53 медленный, акриловый, уп.5,0 л";3150.00;Руб/шт;https://krasimpravilno.ruhttps://krasimpravilno.ru/image/cache/catalog/tovari/AUTOP%20/50-51-х1л-590x1024-700x700.png;;;;;;;;;;;;;;;-x-x-;50/53.5;;AUTOP;"Разбавитель AUTOP Tinner SLOW 50/53 медленный
, акриловый, уп.5,0 л
Теги:
Разбавитель AUTOP Tinner SLOW 50/53 медленный
,
уп.5
,
0 л
"
